sequence,drummer,session,id,style,midi_filename,audio_filename,bpm,split,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15
1028,drummer8,drummer8/eval_session,drummer8/eval_session/6,hiphop/groove6,drummer8/eval_session/6_hiphop-groove6_87_beat_4-4.mid,drummer8/eval_session/6_hiphop-groove6_87_beat_4-4.wav,87,test,1.3945512,2.3101764,2.5342,2.6069217,1.0447354,1.5737935,1.8530118,1.5089418,1.7066467,1.8023175,1.3349936,1.7656077,1.6264033,1.0,1.4979274,1.8468686
1029,drummer8,drummer8/eval_session,drummer8/eval_session/7,pop/groove7,drummer8/eval_session/7_pop-groove7_138_beat_4-4.mid,drummer8/eval_session/7_pop-groove7_138_beat_4-4.wav,138,test,3.7373805,3.6588228,1.5023552,2.6309898,3.4865558,3.637454,2.4458985,3.5290926,3.5332131,4.4339604,1.0,2.1735218,3.164458,4.0360312,2.2780528,3.457184
1030,drummer8,drummer8/eval_session,drummer8/eval_session/8,rock/groove8,drummer8/eval_session/8_rock-groove8_65_beat_4-4.mid,drummer8/eval_session/8_rock-groove8_65_beat_4-4.wav,65,test,1.9278413,1.9490935,1.0,1.755545,1.4790117,1.6693678,1.1998593,1.9471896,1.5813435,2.1013148,1.1785316,1.459079,1.4993814,1.9608506,1.4488127,1.7316556
1031,drummer8,drummer8/eval_session,drummer8/eval_session/9,soul/groove9,drummer8/eval_session/9_soul-groove9_105_beat_4-4.mid,drummer8/eval_session/9_soul-groove9_105_beat_4-4.wav,105,test,1.0,1.7904137,1.5977359,2.0497954,1.0418131,1.1810114,1.4396875,1.9008791,1.4565508,1.8149593,1.3701687,1.7505985,1.1243637,1.0794864,1.3710217,1.5619355
1032,drummer8,drummer8/session1,drummer8/session1/1,funk,drummer8/session1/1_funk_95_beat_4-4.mid,drummer8/session1/1_funk_95_beat_4-4.wav,95,train,1.0,2.133827,2.9972796,3.2918506,1.9072032,3.198376,1.810413,2.65724,1.2552012,1.8499637,2.739309,3.3927207,2.090644,2.869594,3.348073,2.5661404
1033,drummer8,drummer8/session1,drummer8/session1/10,neworleans/funk,drummer8/session1/10_neworleans-funk_82_beat_4-4.mid,drummer8/session1/10_neworleans-funk_82_beat_4-4.wav,82,train,2.2681208,1.0,1.8113922,1.9489453,1.0168674,1.6665139,1.5406193,1.4039474,1.5996261,2.0180624,1.0319242,1.318094,1.3653426,1.4345875,1.1813729,1.454801
1034,drummer8,drummer8/session1,drummer8/session1/11,neworleans/funk,drummer8/session1/11_neworleans-funk_82_beat_4-4.mid,drummer8/session1/11_neworleans-funk_82_beat_4-4.wav,82,train,1.0,1.762547,1.9985248,1.2065996,1.5767871,2.0372066,1.144586,1.4504381,1.2475702,1.3278486,1.254012,1.8983735,1.178601,1.3612791,1.5580132,1.5060589
1035,drummer8,drummer8/session1,drummer8/session1/12,latin,drummer8/session1/12_latin_118_beat_4-4.mid,drummer8/session1/12_latin_118_beat_4-4.wav,118,train,1.1863171,1.7261976,1.722514,1.2844567,1.2722368,1.7593257,1.0716429,1.439767,1.4729809,1.6009197,1.0,1.2610142,1.3588368,1.5476325,1.1243612,1.0954332
1036,drummer8,drummer8/session1,drummer8/session1/13,latin,drummer8/session1/13_latin_118_beat_4-4.mid,drummer8/session1/13_latin_118_beat_4-4.wav,118,train,1.1622858,1.7844142,1.8119692,1.6807438,1.0,1.7506049,1.3618925,1.2070072,1.4897969,1.3764057,1.0852249,1.1872472,1.4796766,1.5683637,1.1442878,1.0963291
1037,drummer8,drummer8/session1,drummer8/session1/14,hiphop,drummer8/session1/14_hiphop_94_beat_4-4.mid,drummer8/session1/14_hiphop_94_beat_4-4.wav,94,train,1.4536135,2.3831055,2.6164007,2.7042217,1.0,1.3361579,1.804245,1.8125329,1.775642,2.0492244,1.3938253,2.11783,2.5156748,2.6791656,1.5182021,1.0147028
1038,drummer8,drummer8/session1,drummer8/session1/15,hiphop,drummer8/session1/15_hiphop_94_beat_4-4.mid,drummer8/session1/15_hiphop_94_beat_4-4.wav,94,train,1.2185291,1.9565252,2.2091074,2.3058958,1.0,1.1887125,1.6962397,1.5784181,1.3550727,1.6206683,1.2473067,1.9416022,2.2370307,2.320905,1.0166857,1.1785336
1039,drummer8,drummer8/session1,drummer8/session1/16,afrobeat,drummer8/session1/16_afrobeat_90_beat_4-4.mid,drummer8/session1/16_afrobeat_90_beat_4-4.wav,90,validation,1.6846701,2.8623679,3.1760333,1.107772,1.0892662,1.6659334,1.1281457,2.0149555,1.8222392,1.9800298,2.7608533,1.4237667,1.0,1.3722465,1.0230466,1.783155
1040,drummer8,drummer8/session1,drummer8/session1/17,afrobeat,drummer8/session1/17_afrobeat_90_beat_4-4.mid,drummer8/session1/17_afrobeat_90_beat_4-4.wav,90,train,1.9130406,3.2862408,3.2859178,1.2206336,1.2471952,1.8352492,1.0829588,2.1681056,1.8964618,2.7239347,2.703917,1.2803603,1.1764926,2.15746,1.0,2.1413639
1041,drummer8,drummer8/session1,drummer8/session1/18,funk,drummer8/session1/18_funk_108_beat_4-4.mid,drummer8/session1/18_funk_108_beat_4-4.wav,108,validation,2.679596,3.2006948,3.227353,3.2274818,3.2280436,3.2347417,3.2347713,2.4022985,1.8723382,2.7714505,3.0647056,2.817308,1.0,1.8749195,2.3970778,1.8419578
1042,drummer8,drummer8/session1,drummer8/session1/19,funk,drummer8/session1/19_funk_108_beat_4-4.mid,drummer8/session1/19_funk_108_beat_4-4.wav,108,test,1.6063594,2.571249,2.8949442,2.3884282,1.1395199,1.8639902,1.932546,2.1081054,2.2670367,1.3808373,1.8045983,2.3827417,2.8646963,1.9261036,1.0,1.7021967
1043,drummer8,drummer8/session1,drummer8/session1/2,funk,drummer8/session1/2_funk_95_beat_4-4.mid,drummer8/session1/2_funk_95_beat_4-4.wav,95,train,1.2449324,2.3477414,2.9692175,3.297256,2.250168,3.418957,1.4142712,1.8793371,1.0,1.8211222,2.7587194,3.4279,1.9697058,2.913491,3.0581322,2.7043762
1044,drummer8,drummer8/session1,drummer8/session1/20,rock/shuffle,drummer8/session1/20_rock-shuffle_112_beat_4-4.mid,drummer8/session1/20_rock-shuffle_112_beat_4-4.wav,112,train,2.0828633,1.0,1.4820256,2.3115695,1.8937527,2.052627,2.5162172,2.3292897,3.3434954,2.3543289,1.1389489,2.0718384,1.9077848,1.904783,1.47757,2.730787
1045,drummer8,drummer8/session1,drummer8/session1/21,rock/shuffle,drummer8/session1/21_rock-shuffle_112_beat_4-4.mid,drummer8/session1/21_rock-shuffle_112_beat_4-4.wav,112,train,1.0,2.2256894,2.9765227,3.196107,3.0556877,3.5171518,3.53891,2.0099952,1.0694525,1.7073749,2.4598048,1.4368826,1.8670187,2.8397567,3.7505212,3.6388097
1046,drummer8,drummer8/session1,drummer8/session1/22,funk,drummer8/session1/22_funk_115_beat_4-4.mid,drummer8/session1/22_funk_115_beat_4-4.wav,115,train,1.0309565,1.957587,2.645596,3.0794609,1.9282486,3.010777,3.3315363,3.462737,1.0,1.5621036,2.3457742,2.3693092,1.679338,2.6414623,1.4048961,1.6151444
1047,drummer8,drummer8/session1,drummer8/session1/23,hiphop,drummer8/session1/23_hiphop_70_beat_4-4.mid,drummer8/session1/23_hiphop_70_beat_4-4.wav,70,train,2.2763963,2.2369142,1.0,1.8663028,2.1029592,1.9161167,1.4060316,2.2409503,1.9243972,2.4408014,1.1467023,1.5770017,1.7503773,2.3542612,1.6657723,2.1518114
1048,drummer8,drummer8/session1,drummer8/session1/24,funk/latin,drummer8/session1/24_funk-latin_100_beat_4-4.mid,drummer8/session1/24_funk-latin_100_beat_4-4.wav,100,train,1.6677406,2.7781389,3.1385446,3.165063,1.0,1.4268024,2.1775,1.7776217,2.040708,2.8508315,3.2066586,3.3190484,1.9586705,1.349407,2.156271,2.7838745
1049,drummer8,drummer8/session1,drummer8/session1/25,funk/latin,drummer8/session1/25_funk-latin_100_beat_4-4.mid,drummer8/session1/25_funk-latin_100_beat_4-4.wav,100,train,1.0,1.6794753,2.5288374,1.6752048,2.0227685,2.9999177,3.1812112,3.494618,1.8344911,1.429817,2.3263068,2.9818778,2.6520894,1.9800419,2.9254057,1.6599191
1050,drummer8,drummer8/session1,drummer8/session1/26,afrobeat,drummer8/session1/26_afrobeat_94_beat_4-4.mid,drummer8/session1/26_afrobeat_94_beat_4-4.wav,94,train,2.0204346,2.7584832,1.0,1.554291,2.161979,2.1960998,2.3428328,1.8965491,1.7412674,2.3985255,1.2295886,1.8246748,1.889352,1.9593999,1.6107494,1.7511574
1051,drummer8,drummer8/session1,drummer8/session1/27,latin,drummer8/session1/27_latin_122_beat_4-4.mid,drummer8/session1/27_latin_122_beat_4-4.wav,122,train,1.1737993,1.1725953,1.0,1.0001082,1.2420362,1.2449375,1.029372,1.0074677,1.0867202,1.0970474,1.0758593,1.2477959,1.2290922,1.1654379,1.2539116,1.0414456
1052,drummer8,drummer8/session1,drummer8/session1/28,rock,drummer8/session1/28_rock_102_beat_4-4.mid,drummer8/session1/28_rock_102_beat_4-4.wav,102,train,3.2417803,4.720949,4.77569,5.2915854,1.0,2.4348793,3.6125185,4.614023,3.0432947,4.447068,4.4311514,5.142528,2.8773148,2.0874574,3.2368717,4.230714
1053,drummer8,drummer8/session1,drummer8/session1/3,hiphop,drummer8/session1/3_hiphop_90_beat_4-4.mid,drummer8/session1/3_hiphop_90_beat_4-4.wav,90,train,1.4247198,2.9670324,2.2634382,2.3892086,1.1011535,2.240089,1.1805924,2.2078676,2.347607,3.3794775,1.9138263,2.6254091,1.0,2.1848974,1.4132007,2.7955918
1054,drummer8,drummer8/session1,drummer8/session1/4,hiphop,drummer8/session1/4_hiphop_90_beat_4-4.mid,drummer8/session1/4_hiphop_90_beat_4-4.wav,90,train,2.3500469,2.528888,1.1750839,2.281221,1.0925442,1.7135335,2.5597827,3.7577648,1.7496792,2.404305,1.0,2.2400706,1.1884956,1.6932819,1.6396755,3.0907774
1055,drummer8,drummer8/session1,drummer8/session1/5,hiphop,drummer8/session1/5_hiphop_90_beat_4-4.mid,drummer8/session1/5_hiphop_90_beat_4-4.wav,90,train,2.3240838,2.4718063,1.0,1.90812,1.0937642,1.498799,1.895066,2.4935398,1.8384159,2.1330986,1.2205132,1.8949635,1.3322608,1.4623369,1.5410784,2.310061
1056,drummer8,drummer8/session1,drummer8/session1/6,funk,drummer8/session1/6_funk_80_beat_4-4.mid,drummer8/session1/6_funk_80_beat_4-4.wav,80,train,2.4602718,3.123699,1.2051542,2.2877972,2.2365696,1.0494499,2.1385868,2.455437,1.9307991,1.0466272,2.0850976,2.4336534,1.0,1.7191639,1.70664,2.9810164
1057,drummer8,drummer8/session1,drummer8/session1/7,funk,drummer8/session1/7_funk_80_beat_4-4.mid,drummer8/session1/7_funk_80_beat_4-4.wav,80,train,2.6315687,3.4807863,1.2729259,2.5229104,2.769148,1.152958,2.3114262,2.6878607,2.364056,1.0,2.1104276,2.771548,1.0444771,1.7960502,1.8506482,3.1607828
1058,drummer8,drummer8/session1,drummer8/session1/8,funk,drummer8/session1/8_funk_96_beat_4-4.mid,drummer8/session1/8_funk_96_beat_4-4.wav,96,test,2.259469,3.4153917,1.7811428,3.0951166,2.0695922,3.3335502,1.7457004,2.4664845,2.1734982,3.3813856,1.7516439,1.8499876,1.0,1.8862121,1.8480144,2.740631
1059,drummer8,drummer8/session1,drummer8/session1/9,funk,drummer8/session1/9_funk_96_beat_4-4.mid,drummer8/session1/9_funk_96_beat_4-4.wav,96,train,1.2468451,1.9583323,1.3730439,1.9716777,1.4700841,2.164886,1.4920069,1.9376293,1.465358,1.8560566,1.0,1.0048883,1.1181288,1.5049145,1.4763845,1.7423655
1060,drummer9,drummer9/session1,drummer9/session1/1,rock,drummer9/session1/1_rock_100_beat_4-4.mid,drummer9/session1/1_rock_100_beat_4-4.wav,100,train,1.0,1.7428843,2.0141864,2.4143884,2.047707,2.5674305,1.8382591,2.4392936,1.3119658,1.5674368,1.6783919,2.3509595,1.8948144,1.96853,2.3151402,2.3547714
1061,drummer9,drummer9/session1,drummer9/session1/10,rock,drummer9/session1/10_rock_100_beat_4-4.mid,drummer9/session1/10_rock_100_beat_4-4.wav,100,train,1.9039943,1.8377768,1.0,1.79298,2.0757968,2.6205037,2.0901213,2.7062237,1.9562466,2.4257786,1.674279,1.2429112,1.6527617,2.0159054,2.393367,1.6990386
1062,drummer9,drummer9/session1,drummer9/session1/11,rock,drummer9/session1/11_rock_100_beat_4-4.mid,drummer9/session1/11_rock_100_beat_4-4.wav,100,train,1.3607218,1.1998084,1.3261764,1.4728109,1.0,1.1499282,1.5299147,1.6892529,1.4932985,1.5437747,1.6979437,1.8747966,1.5890692,1.1745727,1.7322395,1.5986471
1063,drummer9,drummer9/session1,drummer9/session1/12,rock,drummer9/session1/12_rock_100_beat_4-4.mid,drummer9/session1/12_rock_100_beat_4-4.wav,100,validation,1.0,1.683043,1.8461859,2.280255,1.6080139,2.2006783,1.742054,2.1998158,1.3122959,1.5079561,1.5444635,1.8542637,2.0722542,2.311711,2.3855467,1.9917397
1064,drummer9,drummer9/session1,drummer9/session1/13,rock,drummer9/session1/13_rock_120_beat_4-4.mid,drummer9/session1/13_rock_120_beat_4-4.wav,120,train,1.6192313,2.0552673,2.0237854,2.2486951,1.0,1.5323926,1.5575469,1.8217036,1.5032779,1.648747,1.8057601,1.7827586,1.3246663,1.0105362,1.4465041,1.6516924
1065,drummer9,drummer9/session1,drummer9/session1/14,rock,drummer9/session1/14_rock_120_beat_4-4.mid,drummer9/session1/14_rock_120_beat_4-4.wav,120,train,1.1795613,1.8944722,1.9345739,2.7637398,1.0,1.7385254,1.796298,2.562134,1.5009284,1.6639105,1.8184968,2.4015346,1.7015951,1.34507,1.6916058,2.1163998
1066,drummer9,drummer9/session1,drummer9/session1/15,rock,drummer9/session1/15_rock_120_beat_4-4.mid,drummer9/session1/15_rock_120_beat_4-4.wav,120,train,1.5431045,2.1448605,2.6302397,2.2177591,1.0,1.5505563,1.9291401,2.2361372,1.5514958,1.9897953,2.4252024,2.660197,1.767456,1.1048975,1.5625656,1.9301486
1067,drummer9,drummer9/session1,drummer9/session1/16,rock,drummer9/session1/16_rock_120_beat_4-4.mid,drummer9/session1/16_rock_120_beat_4-4.wav,120,train,1.0420562,1.5692708,1.7338512,2.3057811,1.0,1.5812247,1.6188216,1.8460289,1.2772892,1.2867454,1.5479298,2.045537,1.7045622,1.3740532,1.743927,1.9994271
1068,drummer9,drummer9/session1,drummer9/session1/17,rock,drummer9/session1/17_rock_120_beat_4-4.mid,drummer9/session1/17_rock_120_beat_4-4.wav,120,train,1.6875772,1.788819,1.6389698,1.7308416,1.7768373,1.3890616,1.6345868,1.196299,1.0,1.2934281,1.5231717,1.4503415,1.3615545,1.773642,1.8708948,1.3655652
1069,drummer9,drummer9/session1,drummer9/session1/18,rock,drummer9/session1/18_rock_120_beat_4-4.mid,drummer9/session1/18_rock_120_beat_4-4.wav,120,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1070,drummer9,drummer9/session1,drummer9/session1/19,rock,drummer9/session1/19_rock_120_beat_4-4.mid,drummer9/session1/19_rock_120_beat_4-4.wav,120,train,1.3610255,1.0,1.4677778,1.4718248,1.2272056,1.30314,1.5008152,1.4230871,1.6762668,1.4707721,1.3215574,1.4639913,1.4996789,1.6201692,1.1634389,1.4818273
1071,drummer9,drummer9/session1,drummer9/session1/2,rock,drummer9/session1/2_rock_100_beat_4-4.mid,drummer9/session1/2_rock_100_beat_4-4.wav,100,train,2.4730418,2.6291187,1.0,1.8260179,1.891565,1.7022623,1.2752782,1.936208,1.9614099,2.1688092,2.038062,1.2454007,1.7320088,1.9424609,2.5256286,1.4593456
1072,drummer9,drummer9/session1,drummer9/session1/20,rock,drummer9/session1/20_rock_120_beat_4-4.mid,drummer9/session1/20_rock_120_beat_4-4.wav,120,train,1.5549247,1.8112377,1.9634949,1.6516973,1.0,1.5441073,1.8586847,2.000162,1.9388075,2.0807629,2.1451142,2.1501775,1.1425775,1.3241813,1.7427572,1.8848928
1073,drummer9,drummer9/session1,drummer9/session1/21,rock,drummer9/session1/21_rock_120_beat_4-4.mid,drummer9/session1/21_rock_120_beat_4-4.wav,120,train,2.5286288,3.3901627,2.6749122,2.5768926,1.0,1.8853468,2.291676,2.65165,1.6175818,2.127799,2.511973,2.1875644,1.9370145,1.3158965,1.9367399,2.2180772
1074,drummer9,drummer9/session1,drummer9/session1/22,rock,drummer9/session1/22_rock_120_beat_4-4.mid,drummer9/session1/22_rock_120_beat_4-4.wav,120,train,1.6724703,1.8913186,2.1278334,2.0180385,1.0,1.632758,1.9591299,2.1472876,1.9677875,2.2058885,2.3114066,2.3145275,1.35514,1.5956968,2.0739772,2.2198365
1075,drummer9,drummer9/session1,drummer9/session1/23,rock,drummer9/session1/23_rock_120_beat_4-4.mid,drummer9/session1/23_rock_120_beat_4-4.wav,120,train,1.8087356,2.5277407,2.854715,2.4697804,1.0,1.733972,2.2620027,2.672832,1.4679708,1.9168987,2.607626,2.8723052,1.6258302,1.2652446,1.6173364,2.1273556
1076,drummer9,drummer9/session1,drummer9/session1/24,rock,drummer9/session1/24_rock_90_beat_4-4.mid,drummer9/session1/24_rock_90_beat_4-4.wav,90,test,1.1411176,1.4788065,1.7682775,2.004168,2.1483226,2.230469,2.3495624,2.4690325,2.554947,2.6300657,1.0,1.0448929,1.6799204,1.3395807,1.2492535,2.048044
1077,drummer9,drummer9/session1,drummer9/session1/25,rock,drummer9/session1/25_rock_90_beat_4-4.mid,drummer9/session1/25_rock_90_beat_4-4.wav,90,train,1.0210634,1.6689311,1.8046714,2.112629,1.5229166,1.994443,1.5721599,2.0525494,1.0,1.7927061,1.4787662,2.0188265,1.1456592,1.8704578,1.911369,2.5407379
1078,drummer9,drummer9/session1,drummer9/session1/26,rock,drummer9/session1/26_rock_90_beat_4-4.mid,drummer9/session1/26_rock_90_beat_4-4.wav,90,train,2.1596491,2.3180716,1.149761,1.952277,2.1176996,1.3541124,1.530568,1.8793346,1.5908228,2.1434462,1.0,1.7462623,1.6390172,2.0751774,1.6027826,1.8371129
1079,drummer9,drummer9/session1,drummer9/session1/27,rock,drummer9/session1/27_rock_90_beat_4-4.mid,drummer9/session1/27_rock_90_beat_4-4.wav,90,train,2.3204072,2.3204093,2.5201101,2.2197967,1.2271395,1.8683512,1.8873954,1.8596393,1.0132605,1.7028191,1.6255738,1.6415346,1.0,1.5346656,1.5067873,1.5688137
1080,drummer9,drummer9/session1,drummer9/session1/28,rock,drummer9/session1/28_rock_90_beat_4-4.mid,drummer9/session1/28_rock_90_beat_4-4.wav,90,train,1.3034091,1.4532758,1.0750302,1.6583121,1.8873188,1.8390672,1.6706443,1.9769894,1.0,1.687157,1.7953069,2.0519145,1.0143156,1.7113587,1.4801307,1.9365808
1081,drummer9,drummer9/session1,drummer9/session1/29,rock,drummer9/session1/29_rock_90_beat_4-4.mid,drummer9/session1/29_rock_90_beat_4-4.wav,90,train,1.977483,1.5626448,1.4509752,1.7014151,1.6584457,1.7679008,2.0337925,1.0,1.834579,1.6500871,1.7633554,1.2689751,1.3097697,1.5414944,1.7140999,1.3488078
1082,drummer9,drummer9/session1,drummer9/session1/3,rock,drummer9/session1/3_rock_100_beat_4-4.mid,drummer9/session1/3_rock_100_beat_4-4.wav,100,test,2.9717596,2.9755127,2.9698284,2.975473,2.9701347,2.9752736,2.9704957,2.9748375,2.7770953,2.7622418,2.8168945,2.8558257,1.9813824,1.0,1.2322085,1.5091987
1083,drummer9,drummer9/session1,drummer9/session1/30,rock,drummer9/session1/30_rock_90_beat_4-4.mid,drummer9/session1/30_rock_90_beat_4-4.wav,90,train,1.1674916,1.9109682,1.7824657,2.1115432,1.0,1.751664,1.7410806,2.030768,1.2077695,1.7583616,1.6942091,1.8199543,1.7683964,1.5680625,1.6202787,2.1024816
1084,drummer9,drummer9/session1,drummer9/session1/4,rock,drummer9/session1/4_rock_100_beat_4-4.mid,drummer9/session1/4_rock_100_beat_4-4.wav,100,train,1.3733529,1.8680968,1.9775901,2.2244513,1.1164265,1.4439851,1.8004754,2.1129162,1.8870616,1.740612,1.613162,1.7764388,1.8064225,1.0,1.6452862,1.8624471
1085,drummer9,drummer9/session1,drummer9/session1/5,rock,drummer9/session1/5_rock_100_beat_4-4.mid,drummer9/session1/5_rock_100_beat_4-4.wav,100,train,1.8212054,2.1028516,1.733717,2.1567276,1.0,1.6096503,1.9082093,1.9353615,1.473447,1.8037997,1.6799873,1.7966515,1.6183681,1.2371358,1.6419221,1.7200059
1086,drummer9,drummer9/session1,drummer9/session1/6,rock,drummer9/session1/6_rock_100_beat_4-4.mid,drummer9/session1/6_rock_100_beat_4-4.wav,100,train,1.0,1.6373264,1.8918059,2.0849645,1.557308,1.8304737,1.8981729,2.0009444,1.3889382,1.215795,1.4530269,1.6609403,1.7041305,1.5108249,1.8066906,1.7103654
1087,drummer9,drummer9/session1,drummer9/session1/7,rock,drummer9/session1/7_rock_100_beat_4-4.mid,drummer9/session1/7_rock_100_beat_4-4.wav,100,test,1.3303816,1.75295,1.7015861,2.124117,1.1389065,1.3477887,1.4848574,1.948484,1.610751,1.2875134,1.4415191,1.7399098,1.6806339,1.0,1.3931825,1.6300341
1088,drummer9,drummer9/session1,drummer9/session1/8,rock,drummer9/session1/8_rock_100_beat_4-4.mid,drummer9/session1/8_rock_100_beat_4-4.wav,100,train,1.1688275,2.0841389,2.2333584,2.3188396,1.0,1.5674658,1.6476071,1.817047,1.5420578,1.1159974,1.17012,1.5215406,1.8423018,1.3058696,1.6584173,1.9231398
1089,drummer9,drummer9/session1,drummer9/session1/9,rock,drummer9/session1/9_rock_100_beat_4-4.mid,drummer9/session1/9_rock_100_beat_4-4.wav,100,train,1.0885291,1.3974929,1.6378458,1.8817134,1.0,1.5658005,1.8021431,2.235982,1.7544627,2.092298,1.8951068,1.9853163,1.7700249,1.2304981,1.7901022,1.7258939
